Direction,tCount,Time,StartRotation,HeadRotation,HeadYaw,HeadPitch,TrunkRotation,TrunkYaw,TrunkPitch
DownRight,1,5.175909,(0.06288* 0.78908* 0.09574* -0.60351),(0.05365* 0.73110* 0.07324* -0.67620),0,0,(0.02839* 0.06327* 0.02423* 0.99730),0,0
DownRight,1,5.214491,(0.06288* 0.78908* 0.09574* -0.60351),(0.05371* 0.73180* 0.07294* -0.67547),-0.1129179,-0.04321289,(0.03211* 0.06229* 0.01851* 0.99737),-0.1665573,0.6169605
DownRight,1,5.242607,(0.06288* 0.78908* 0.09574* -0.60351),(0.05358* 0.73246* 0.07317* -0.67475),-0.226449,-0.02160645,(0.03452* 0.06229* 0.01923* 0.99728),-0.1944046,0.8559484
DownRight,1,5.270998,(0.06288* 0.78908* 0.09574* -0.60351),(0.05300* 0.73262* 0.07334* -0.67460),-0.2575846,0.02761841,(0.03468* 0.06212* 0.01914* 0.99728),-0.2166595,0.8779879
DownRight,1,5.294221,(0.06288* 0.78908* 0.09574* -0.60351),(0.05269* 0.73258* 0.07351* -0.67464),-0.2548923,0.06304932,(0.03410* 0.06317* 0.02464* 0.99712),-0.0816803,0.6135817
DownRight,1,5.322806,(0.06288* 0.78908* 0.09574* -0.60351),(0.05319* 0.73231* 0.07412* -0.67484),-0.2160921,0.09585571,(0.02558* 0.06245* 0.02172* 0.99748),-0.06502533,-0.2154722
DownRight,1,5.351297,(0.06288* 0.78908* 0.09574* -0.60351),(0.05322* 0.73183* 0.07470* -0.67529),-0.144906,0.1562805,(0.01858* 0.06667* 0.01493* 0.99749),0.4852982,-0.7504473
DownRight,1,5.380328,(0.06288* 0.78908* 0.09574* -0.60351),(0.05359* 0.73150* 0.07543* -0.67553),-0.09994125,0.2080383,(0.01746* 0.06706* 0.01378* 0.99750),0.5393372,-0.8319969
DownRight,1,5.408373,(0.06288* 0.78908* 0.09574* -0.60351),(0.05414* 0.73110* 0.07646* -0.67581),-0.04679775,0.2796326,(0.01831* 0.06777* 0.01204* 0.99746),0.6085892,-0.6768751
DownRight,1,5.436787,(0.06288* 0.78908* 0.09574* -0.60351),(0.05432* 0.73091* 0.07725* -0.67591),-0.02587795,0.3477173,(0.01572* 0.06895* 0.01728* 0.99735),0.7843781,-1.154764
DownRight,1,5.46447,(0.06288* 0.78908* 0.09574* -0.60351),(0.05428* 0.73056* 0.07765* -0.67625),0.02669239,0.3934631,(0.01525* 0.06921* 0.01800* 0.99732),0.8214188,-1.233513
DownRight,1,5.492365,(0.06288* 0.78908* 0.09574* -0.60351),(0.05465* 0.73035* 0.07814* -0.67639),0.05493641,0.4210205,(0.01786* 0.06846* 0.01294* 0.99741),0.6943741,-0.7605581
DownRight,1,5.520519,(0.06288* 0.78908* 0.09574* -0.60351),(0.05502* 0.73014* 0.07875* -0.67651),0.08122158,0.4606323,(0.01859* 0.06839* 0.01088* 0.99743),0.6753769,-0.6051197
DownRight,1,5.548048,(0.06288* 0.78908* 0.09574* -0.60351),(0.05494* 0.73014* 0.07906* -0.67648),0.07553673,0.4942627,(0.02517* 0.06043* 0.00852* 0.99782),-0.3123322,0.2147942
DownRight,1,5.576329,(0.06288* 0.78908* 0.09574* -0.60351),(0.05535* 0.73004* 0.07986* -0.67646),0.079772,0.5484924,(0.03549* 0.06105* 0.01415* 0.99740),-0.3524246,1.146707
DownRight,1,5.604304,(0.06288* 0.78908* 0.09574* -0.60351),(0.05603* 0.73010* 0.08100* -0.67621),0.05374813,0.6156006,(0.03795* 0.06155* 0.01572* 0.99726),-0.3237152,1.360829
DownRight,1,5.631573,(0.06288* 0.78908* 0.09574* -0.60351),(0.05593* 0.73028* 0.08157* -0.67596),0.01395607,0.6733093,(0.03832* 0.06144* 0.01605* 0.99725),-0.3404312,1.390008
DownRight,1,5.659977,(0.06288* 0.78908* 0.09574* -0.60351),(0.05592* 0.73033* 0.08170* -0.67588),0.00201416,0.6853333,(0.02969* 0.06065* 0.01382* 0.99762),-0.3313446,0.5224371
DownRight,1,5.687434,(0.06288* 0.78908* 0.09574* -0.60351),(0.05623* 0.73037* 0.08153* -0.67584),-0.0002737045,0.6500244,(0.02900* 0.06058* 0.01396* 0.99764),-0.332283,0.4418888
DownRight,1,5.715369,(0.06288* 0.78908* 0.09574* -0.60351),(0.05629* 0.73042* 0.08135* -0.67579),-0.006354332,0.628479,(0.02892* 0.06040* 0.01414* 0.99766),-0.3516388,0.4271326
DownRight,1,5.74343,(0.06288* 0.78908* 0.09574* -0.60351),(0.05561* 0.73072* 0.08067* -0.67561),-0.04609871,0.6001282,(0.03460* 0.06151* 0.01663* 0.99737),-0.287941,0.9598904
DownRight,1,5.770905,(0.06288* 0.78908* 0.09574* -0.60351),(0.05464* 0.73092* 0.07991* -0.67556),-0.06971741,0.5830383,(0.03604* 0.06210* 0.01853* 0.99725),-0.2352982,1.049327
DownRight,1,5.801174,(0.06288* 0.78908* 0.09574* -0.60351),(0.05323* 0.73121* 0.07920* -0.67544),-0.1107721,0.5961914,(0.03377* 0.06015* 0.01341* 0.99753),-0.4359894,0.9860773
DownRight,1,5.826087,(0.06288* 0.78908* 0.09574* -0.60351),(0.05114* 0.73115* 0.07818* -0.67579),-0.08876324,0.6268005,(0.03053* 0.06048* 0.01622* 0.99757),-0.3586578,0.5305672
DownRight,1,5.85422,(0.06288* 0.78908* 0.09574* -0.60351),(0.04838* 0.73078* 0.07649* -0.67659),-0.007656097,0.638855,(0.03149* 0.05923* 0.01358* 0.99765),-0.5153351,0.7323341
DownRight,1,5.882205,(0.06288* 0.78908* 0.09574* -0.60351),(0.04589* 0.73003* 0.07480* -0.67776),0.1375322,0.637207,(0.03642* 0.06177* 0.01773* 0.99727),-0.278389,1.120559
DownRight,1,5.909383,(0.06288* 0.78908* 0.09574* -0.60351),(0.04332* 0.72892* 0.07296* -0.67932),0.3433218,0.6306458,(0.03443* 0.06405* 0.02398* 0.99706),0.01482391,0.6701708
DownRight,1,5.937561,(0.06288* 0.78908* 0.09574* -0.60351),(0.03978* 0.72791* 0.07037* -0.68089),0.5367413,0.6075134,(0.03164* 0.06285* 0.02053* 0.99731),-0.09403229,0.4911652
DownRight,1,5.965251,(0.06288* 0.78908* 0.09574* -0.60351),(0.03619* 0.72671* 0.06734* -0.68268),0.765377,0.5456848,(0.03251* 0.06358* 0.02159* 0.99721),-0.0194931,0.546731
DownRight,1,5.993805,(0.06288* 0.78908* 0.09574* -0.60351),(0.03327* 0.72527* 0.06502* -0.68458),1.024159,0.5122681,(0.03480* 0.06346* 0.01786* 0.99722),-0.0644455,0.9323597
DownRight,1,6.021129,(0.06288* 0.78908* 0.09574* -0.60351),(0.02808* 0.72397* 0.06112* -0.68655),1.265385,0.4573059,(0.03964* 0.06759* 0.02977* 0.99648),0.361969,1.020746
