Direction,tCount,Time,StartRotation,HeadRotation,HeadYaw,HeadPitch,TrunkRotation,TrunkYaw,TrunkPitch
Right,1,7.70389,(0.05309* -0.00262* -0.01170* -0.99852),(0.05390* -0.00128* -0.00919* -0.99850),0,0,(-0.02349* -0.00425* 0.00487* 0.99970),0,0
Right,1,7.752105,(0.05309* -0.00262* -0.01170* -0.99852),(-0.05347* 0.00008* 0.00965* 0.99852),-0.133606,0.05026245,(-0.02350* -0.00450* 0.00513* 0.99970),-0.02682495,0.0300293
Right,1,7.774776,(0.05309* -0.00262* -0.01170* -0.99852),(-0.05331* -0.00103* 0.00994* 0.99853),-0.2593994,0.07046509,(-0.02332* -0.00432* 0.00539* 0.99970),-0.003631592,0.05993652
Right,1,7.801876,(0.05309* -0.00262* -0.01170* -0.99852),(-0.05340* -0.00112* 0.01002* 0.99852),-0.2683411,0.06048584,(-0.02332* -0.00441* 0.00539* 0.99970),-0.01361084,0.05993652
Right,1,7.826101,(0.05309* -0.00262* -0.01170* -0.99852),(-0.05348* -0.00076* 0.01021* 0.99852),-0.2262268,0.05056763,(-0.02323* -0.00397* 0.00531* 0.99971),0.03527832,0.04989624
Right,1,7.855037,(0.05309* -0.00262* -0.01170* -0.99852),(-0.05417* 0.00012* 0.01026* 0.99848),-0.1261902,-0.02941895,(-0.02297* -0.00337* 0.00507* 0.99972),0.1021118,0.01971436
Right,1,7.884067,(0.05309* -0.00262* -0.01170* -0.99852),(0.05442* -0.00106* -0.00996* -0.99847),-0.02044678,-0.05960083,(-0.02288* -0.00284* 0.00534* 0.99972),0.1652832,0.04968262
Right,1,7.914505,(0.05309* -0.00262* -0.01170* -0.99852),(0.05449* -0.00227* -0.00977* -0.99846),0.1163635,-0.06973267,(-0.02279* -0.00239* 0.00587* 0.99972),0.2216492,0.1096802
Right,1,7.940675,(0.05309* -0.00262* -0.01170* -0.99852),(0.05414* -0.00321* -0.00956* -0.99848),0.223175,-0.02984619,(-0.02261* -0.00180* 0.00545* 0.99973),0.2863464,0.05950928
Right,1,7.968843,(0.05309* -0.00262* -0.01170* -0.99852),(0.05360* -0.00450* -0.00928* -0.99851),0.3689575,0.02996826,(-0.02261* -0.00145* 0.00537* 0.99973),0.3252869,0.04949951
Right,1,7.996626,(0.05309* -0.00262* -0.01170* -0.99852),(0.05359* -0.00571* -0.00917* -0.99850),0.5068359,0.02987671,(-0.02269* -0.00110* 0.00547* 0.99973),0.366333,0.05957031
Right,1,8.024556,(0.05309* -0.00262* -0.01170* -0.99852),(0.05297* -0.00684* -0.00940* -0.99853),0.6389465,0.09997559,(-0.02165* -0.00165* 0.00415* 0.99976),0.2903748,-0.09121704
Right,1,8.052671,(0.05309* -0.00262* -0.01170* -0.99852),(0.05217* -0.00840* -0.00939* -0.99856),0.8178711,0.1899414,(-0.02069* -0.00203* 0.00327* 0.99978),0.2397156,-0.1919556
Right,1,8.080729,(0.05309* -0.00262* -0.01170* -0.99852),(0.05241* -0.01092* -0.00944* -0.99852),1.106812,0.1598816,(-0.02060* -0.00099* 0.00294* 0.99978),0.3554382,-0.2320557
Right,1,8.108132,(0.05309* -0.00262* -0.01170* -0.99852),(0.05273* -0.01407* -0.00969* -0.99846),1.467896,0.1199036,(0.02033* -0.00058* -0.00289* -0.99979),0.5343933,-0.2422485
Right,1,8.136502,(0.05309* -0.00262* -0.01170* -0.99852),(0.05252* -0.01798* -0.00972* -0.99841),1.915771,0.139801,(0.02024* -0.00199* -0.00353* -0.99979),0.7018127,-0.1722107
Right,1,8.164465,(0.05309* -0.00262* -0.01170* -0.99852),(0.05205* -0.02241* -0.00969* -0.99835),2.422577,0.1896973,(0.02014* -0.00418* -0.00392* -0.99978),0.9560547,-0.1322327
Right,1,8.191561,(0.05309* -0.00262* -0.01170* -0.99852),(0.05184* -0.02743* -0.00942* -0.99823),2.996216,0.2093811,(0.02005* -0.00601* -0.00396* -0.99977),1.166046,-0.1322937
Right,1,8.220229,(0.05309* -0.00262* -0.01170* -0.99852),(0.05239* -0.03319* -0.00983* -0.99803),3.657288,0.1394348,(0.01994* -0.00916* -0.00446* -0.99975),1.531372,-0.08227539
Right,1,8.247343,(0.05309* -0.00262* -0.01170* -0.99852),(0.05215* -0.03954* -0.01016* -0.99780),4.387268,0.1594543,(0.02011* -0.01333* -0.00350* -0.99970),1.998627,-0.2023315
Right,1,8.280854,(0.05309* -0.00262* -0.01170* -0.99852),(0.05149* -0.04743* -0.00993* -0.99750),5.289856,0.2290955,(0.01990* -0.02014* -0.00415* -0.99959),2.785004,-0.1423645
Right,1,8.308475,(0.05309* -0.00262* -0.01170* -0.99852),(0.05176* -0.05491* -0.01025* -0.99710),6.148804,0.1890869,(0.02047* -0.02504* -0.00505* -0.99946),3.354584,-0.05184937
Right,1,8.336612,(0.05309* -0.00262* -0.01170* -0.99852),(0.05244* -0.06365* -0.00971* -0.99655),7.146057,0.1084595,(0.02073* -0.02974* -0.00437* -0.99933),3.88504,-0.1417847
Right,1,8.359323,(0.05309* -0.00262* -0.01170* -0.99852),(0.05214* -0.07239* -0.00945* -0.99597),8.147583,0.138031,(0.02065* -0.03260* -0.00390* -0.99925),4.208649,-0.2019043
Right,1,8.401201,(0.05309* -0.00262* -0.01170* -0.99852),(0.05093* -0.08881* -0.01031* -0.99469),10.03864,0.2580872,(0.02040* -0.04161* -0.00513* -0.99891),5.251404,-0.08187866
Right,1,8.428144,(0.05309* -0.00262* -0.01170* -0.99852),(0.05079* -0.10010* -0.01106* -0.99362),11.34076,0.2581787,(0.02034* -0.04815* -0.00570* -0.99862),6.006714,-0.03182983
Right,1,8.460518,(0.05309* -0.00262* -0.01170* -0.99852),(0.05091* -0.11274* -0.01165* -0.99225),12.79971,0.2281494,(0.02058* -0.05607* -0.00552* -0.99820),6.912476,-0.07171631
Right,1,8.483929,(0.05309* -0.00262* -0.01170* -0.99852),(0.05017* -0.12523* -0.01282* -0.99078),14.24713,0.2884827,(0.02141* -0.06322* -0.00992* -0.99772),7.773499,0.4094849
Right,1,8.511086,(0.05309* -0.00262* -0.01170* -0.99852),(0.04994* -0.13864* -0.01385* -0.98899),15.80136,0.2886963,(0.02113* -0.07014* -0.00796* -0.99728),8.548004,0.1690369
Right,1,8.539424,(0.05309* -0.00262* -0.01170* -0.99852),(0.05005* -0.15196* -0.01544* -0.98700),17.35199,0.2391968,(0.02392* -0.07469* -0.00887* -0.99688),9.075531,0.2407532
Right,1,8.567376,(0.05309* -0.00262* -0.01170* -0.99852),(0.04940* -0.16582* -0.01607* -0.98479),18.96198,0.2891846,(0.02517* -0.08137* -0.00809* -0.99633),9.832825,0.12146
Right,1,8.59539,(0.05309* -0.00262* -0.01170* -0.99852),(0.04852* -0.18042* -0.01687* -0.98225),20.66409,0.3592834,(0.02609* -0.08722* -0.00920* -0.99581),10.51349,0.2220764
Right,1,8.62328,(0.05309* -0.00262* -0.01170* -0.99852),(0.04784* -0.19482* -0.01794* -0.97951),22.3494,0.3995361,(0.02382* -0.09744* -0.01197* -0.99488),11.71634,0.5310669
Right,1,8.65099,(0.05309* -0.00262* -0.01170* -0.99852),(0.04740* -0.20994* -0.01899* -0.97638),24.12363,0.409729,(0.02088* -0.10796* -0.01385* -0.99384),12.94965,0.749939
Right,1,8.679156,(0.05309* -0.00262* -0.01170* -0.99852),(0.04709* -0.22458* -0.01979* -0.97312),25.8447,0.4097595,(0.00594* -0.11762* -0.02407* -0.99275),14.21194,2.088745
Right,1,8.72093,(0.05309* -0.00262* -0.01170* -0.99852),(0.04621* -0.24660* -0.02075* -0.96779),28.4447,0.4597778,(0.02158* -0.12520* -0.01371* -0.99180),14.93225,0.6802979
Right,1,8.766744,(0.05309* -0.00262* -0.01170* -0.99852),(0.04491* -0.26864* -0.02112* -0.96196),31.05939,0.5695496,(0.02187* -0.13949* -0.01488* -0.98987),16.59183,0.7706299
Right,1,8.790885,(0.05309* -0.00262* -0.01170* -0.99852),(0.04414* -0.28348* -0.02177* -0.95772),32.83044,0.6195679,(0.02178* -0.14354* -0.01461* -0.98930),17.05756,0.7305603
Right,1,8.831912,(0.05309* -0.00262* -0.01170* -0.99852),(0.04390* -0.30553* -0.02251* -0.95090),35.4762,0.5994263,(0.02147* -0.15458* -0.01519* -0.98763),18.34183,0.7705383
Right,1,8.859175,(0.05309* -0.00262* -0.01170* -0.99852),(0.04402* -0.31975* -0.02286* -0.94620),37.19092,0.5591431,(-0.01489* 0.15894* -0.01563* 0.98705),18.54227,-2.624878
Right,1,8.887012,(0.05309* -0.00262* -0.01170* -0.99852),(0.04298* -0.33358* -0.02289* -0.94147),38.86667,0.6589661,(-0.01266* 0.16571* -0.02530* 0.98577),19.21954,-3.693542
Right,1,8.915305,(0.05309* -0.00262* -0.01170* -0.99852),(0.04219* -0.34650* -0.02247* -0.93683),40.4371,0.7485046,(-0.01220* 0.17311* -0.02603* 0.98448),20.07095,-3.774933
Right,1,8.942779,(0.05309* -0.00262* -0.01170* -0.99852),(0.04069* -0.35758* -0.02156* -0.93275),41.7865,0.9379883,(-0.01167* 0.18026* -0.02687* 0.98318),20.89133,-3.866547
Right,1,8.970092,(0.05309* -0.00262* -0.01170* -0.99852),(0.03985* -0.36743* -0.01997* -0.92898),42.98633,1.086945,(-0.01154* 0.18619* -0.02525* 0.98212),21.6004,-3.685822
Right,1,8.998496,(0.05309* -0.00262* -0.01170* -0.99852),(0.03963* -0.37509* -0.01906* -0.92595),43.92255,1.146179,(-0.01096* 0.19196* -0.02373* 0.98105),22.2894,-3.505676
Right,1,9.026534,(0.05309* -0.00262* -0.01170* -0.99852),(0.03896* -0.38147* -0.01902* -0.92337),44.71146,1.216156,(-0.01045* 0.19762* -0.02397* 0.97993),22.94717,-3.526733
Right,1,9.053584,(0.05309* -0.00262* -0.01170* -0.99852),(0.03911* -0.38701* -0.01908* -0.92105),45.39828,1.195953,(-0.01067* 0.20172* -0.02453* 0.97908),23.41977,-3.597015
Right,1,9.081934,(0.05309* -0.00262* -0.01170* -0.99852),(0.03945* -0.39173* -0.01937* -0.91903),45.98724,1.145905,(-0.00975* 0.20696* -0.02416* 0.97800),24.03601,-3.538086
Right,1,9.109509,(0.05309* -0.00262* -0.01170* -0.99852),(0.03920* -0.39707* -0.01859* -0.91676),46.64664,1.205322,(-0.00882* 0.21108* -0.02345* 0.97715),24.52649,-3.438812
Right,1,9.136895,(0.05309* -0.00262* -0.01170* -0.99852),(0.03854* -0.40163* -0.01834* -0.91481),47.21451,1.285156,(-0.00776* 0.21529* -0.02223* 0.97627),25.03333,-3.279205
Right,1,9.165011,(0.05309* -0.00262* -0.01170* -0.99852),(0.03792* -0.40733* -0.01950* -0.91228),47.93723,1.295898,(-0.00690* 0.21958* -0.02152* 0.97533),25.54385,-3.179718
Right,1,9.192761,(0.05309* -0.00262* -0.01170* -0.99852),(0.03810* -0.41329* -0.01970* -0.90959),48.68512,1.265778,(-0.00651* 0.22316* -0.02098* 0.97453),25.97122,-3.109833
Right,1,9.220844,(0.05309* -0.00262* -0.01170* -0.99852),(0.03757* -0.41924* -0.01977* -0.90688),49.43509,1.315796,(-0.00618* 0.22683* -0.02078* 0.97369),26.40436,-3.080109
Right,1,9.248383,(0.05309* -0.00262* -0.01170* -0.99852),(0.03669* -0.42385* -0.01998* -0.90477),50.01935,1.396027,(0.01396* -0.22888* -0.01269* -0.97327),27.00076,0.4766846
Right,1,9.276547,(0.05309* -0.00262* -0.01170* -0.99852),(0.03600* -0.42867* -0.02018* -0.90252),50.63251,1.456177,(0.01375* -0.23235* -0.01755* -0.97238),27.45822,1.018219
Right,1,9.304611,(0.05309* -0.00262* -0.01170* -0.99852),(0.03602* -0.43267* -0.01972* -0.90062),51.13507,1.475769,(0.01499* -0.23347* -0.01831* -0.97208),27.59357,1.068878
Right,1,9.331819,(0.05309* -0.00262* -0.01170* -0.99852),(0.03586* -0.43619* -0.01943* -0.89893),51.58081,1.505524,(0.00897* 0.24032* 0.03221* 0.97012),28.67673,3.263885
Right,1,9.359846,(0.05309* -0.00262* -0.01170* -0.99852),(0.03504* -0.43917* -0.01850* -0.89753),51.9534,1.635101,(0.01103* 0.24245* 0.03331* 0.96953),28.95596,3.445129
Right,2,12.66579,(0.05309* -0.00262* -0.01170* -0.99852),(0.04776* -0.00354* -0.01400* -0.99875),0,0,(-0.02296* -0.02284* 0.00009* 0.99948),0,0
