DIRECTIONS ,TTEST                  ,WILCOXON
Right      ,0.003767950765859957   ,0.000762939453125
Up         ,0.4966729751950141     ,0.49542236328125
Left       ,1.4729045688098914e-05 ,3.0517578125e-05
Down       ,0.6236735571688629     ,0.860260009765625
Yaw        ,6.230160145204731e-07  ,5.122274160385132e-08
Pitch      ,0.48102242840792764    ,0.8609301364049315
