Direction,Condition,Mean,Std
Right,NormalBed,28.136669666672542,39.76530293732977
Right,ActuatedBed,20.7936831860745,27.91817390972281
Up,NormalBed,20.52999348601126,34.372331102224884
Up,ActuatedBed,16.973218204535414,19.92772345968408
Left,NormalBed,25.908225554350288,35.78905937835902
Left,ActuatedBed,22.985091801122227,34.859567143311835
Down,NormalBed,18.26390621668443,15.883877895532507
Down,ActuatedBed,20.03811280325707,24.32131505985001
