Direction,Condition,Avg,Std
Right,ActuatedBed,72.82847166666667,16.485013002235736
Right,NormalBed,62.174996,16.623039181902204
Up,ActuatedBed,35.43051644444445,8.309989348676126
Up,NormalBed,36.933527222222224,6.812090908774295
Left,ActuatedBed,72.7522094047619,14.584757869977711
Left,NormalBed,58.46542761904762,10.687781624593446
Down,ActuatedBed,50.08283256410256,11.196288932726022
Down,NormalBed,44.62829423076923,17.44543828178405
