Direction,Condition,Mean,Std
Right,ActuatedBed,1.353650603232359,0.5370040741135946
Right,NormalBed,1.939997168650253,0.6728793700251741
Up,ActuatedBed,0.8899399546986266,0.24250974915104326
Up,NormalBed,1.2868582222611962,0.7079856269683493
Left,ActuatedBed,1.038226575153945,0.2294448802648146
Left,NormalBed,1.9719209047463726,0.7331457552377438
Down,ActuatedBed,1.2277499324894015,0.3255169731619408
Down,NormalBed,1.1923703145548281,0.38302016608136613
