Direction,tCount,headX,headY,headZ,trunkX,trunkY,trunkZ
Left,1,0,0,0,0,0,0
Left,1,-0.01286411,0.02926636,-0.01574707,0.009643555,-0.01077271,0.002632141
Left,1,-0.01132011,0.07504272,-0.03979492,-0.02905273,-0.007720947,-0.007911682
Left,1,-0.00843811,0.07434082,-0.04144287,-0.1430664,-0.03804016,-0.006607056
Left,1,-0.01286602,0.03927612,-0.01574707,-0.1720886,-0.04576111,-0.01452637
Left,1,0.01150179,0.02719116,-0.006652832,-0.1889343,-0.03132629,-0.02987671
Left,1,0.07372046,0.03164673,0.01538086,-0.7638855,-0.5339203,0.2459335
Left,1,0.07869387,0.02236938,0.02410889,-0.521698,-0.1760559,0.01978302
Left,1,0.08574295,0.02450562,0.04315186,-0.4867859,-0.03701782,-0.07881927
Left,1,0.1014137,0.02456665,0.05728149,-0.7610779,-0.1338959,-0.05646515
Left,1,0.2068205,0.06445313,0.08947754,-0.944458,-0.4310913,0.09924316
Left,1,0.2530322,0.05905151,0.09783936,-1.192627,-0.5580292,0.1833115
Left,1,0.3526006,0.05636597,0.168335,-1.614532,-0.7604523,0.4703217
Left,1,0.3798704,0.009521484,0.2105103,-1.958191,-0.9489136,0.7362366
Left,1,0.425745,0.01428223,0.2192688,-1.75592,-1.109589,1.008423
Left,1,0.4265547,-0.007843018,0.2073059,-1.627716,-1.077347,1.075447
Left,1,0.4623532,0.03961182,0.1643677,-1.372986,-0.9327087,1.046021
Left,1,0.4449663,0.03796387,0.1396179,-1.096375,-0.8066406,1.011719
Left,1,0.4315586,-0.02078247,0.1355896,-0.6715698,-0.5717468,0.9199371
Left,1,0.4438467,-0.1256714,0.1173096,-0.387207,-0.4161682,0.8125229
Left,1,0.4231772,-0.3382568,0.02548218,-0.2549744,-0.2263794,0.6106262
Left,1,0.388278,-0.4531555,-0.09277344,-0.07727051,-0.01834106,0.5182648
Left,1,0.4453769,-0.416748,-0.181366,0.328186,0.1690674,0.4659271
Left,1,0.5252957,-0.3439026,-0.2705078,1.138397,0.3668213,0.4475021
Left,1,0.4990497,-0.3475342,-0.2562866,1.460754,0.3885193,0.4803696
Left,1,0.4259343,-0.3381348,-0.1478577,1.991394,0.44133,0.5474243
Left,1,0.3508582,-0.3082581,-0.03759766,2.124786,0.4503479,0.5509567
Left,1,0.2934713,-0.2849121,0.1095276,2.263123,0.4442291,0.5345535
Left,1,0.2410035,-0.276947,0.2893066,2.518036,0.4504547,0.5065613
Left,1,0.198823,-0.2989807,0.3598633,2.639862,0.4879608,0.4325638
Left,1,0.1116529,-0.3179016,0.4105225,2.783936,0.556366,0.3113556
Left,1,0.05796289,-0.3132629,0.5118103,2.832733,0.5730743,0.2818604
Left,1,0.01889849,-0.2721863,0.6049194,2.736664,0.5806885,0.1710358
Left,1,0.292428,-0.02108765,0.6648865,2.603699,0.5832214,0.1248016
Left,1,0.1653428,-0.1768799,0.821106,2.623444,0.6221466,0.08747864
Left,1,0.1044064,-0.3583374,0.8808289,2.672638,0.679184,0.0154953
Left,1,-0.2749014,-0.3185425,1.043274,2.726471,0.7005768,-0.03395081
Left,1,-0.1014113,0.1015015,0.9472351,2.75592,0.7185822,-0.06858826
Left,1,0.3798647,0.1903076,1.160187,2.853088,0.7612305,-0.08505249
Left,1,0.124289,-0.02185059,1.056152,2.896851,0.7929077,-0.09456635
Left,1,0.4285555,-0.3148499,0.3442688,3.0336,0.8725891,-0.1854706
Left,1,0.1151853,-0.517395,-0.1813354,3.218262,0.8878174,-0.2208557
Left,1,0.03517151,-0.8108215,-0.5733948,3.569916,0.911499,-0.2219772
Left,1,-0.05541897,-0.9300232,-1.073273,3.640167,0.9182587,-0.2137451
Left,1,0.01736546,-0.7790222,-1.4776,3.758301,0.9714661,-0.1502838
Left,1,0.1423869,-0.8502808,-1.781586,3.794525,0.9761658,-0.1299896
Left,1,0.299078,-0.9442749,-1.772247,3.958984,1.053146,-0.08602905
Left,1,0.3563247,-1.064972,-2.015076,4.043945,1.093552,-0.09510803
Left,1,0.4401193,-1.12027,-2.023438,4.316071,1.169968,-0.149437
Left,1,0.4297276,-1.238739,-2.141541,4.410706,1.179337,-0.1559143
Left,1,0.5438428,-1.194366,-2.063721,4.541931,1.162521,-0.1843262
Left,1,0.8447037,-1.074127,-1.719391,4.69754,1.158035,-0.2273712
Left,1,0.8268042,-1.228271,-1.587799,4.766083,1.160385,-0.293541
Left,1,0.8252144,-1.206451,-1.463989,4.779205,1.179443,-0.3850861
Left,1,0.6817241,-1.143311,-1.347717,4.760773,1.218948,-0.4745331
Left,1,0.593082,-1.11792,-1.22403,4.727142,1.226334,-0.5046616
Left,1,0.4857111,-1.117584,-1.14621,4.616699,1.299515,-0.5976486
Left,1,0.4314308,-1.081024,-0.9820251,4.58139,2.254944,-1.580132
Left,1,0.4122844,-1.126648,-0.9152527,3.674042,1.613419,-1.191429
Left,1,0.3029313,-1.17746,-0.9025574,3.567719,1.921432,-1.37973
Left,1,0.2868381,-1.155029,-0.9621582,3.216309,2.083115,-1.539841
Left,1,0.198946,-1.250641,-1.017517,2.636841,2.214569,-1.817039
Left,1,0.5073304,-1.129669,-1.021729,2.554657,2.308792,-2.096077
Left,1,0.5468631,-1.139404,-1.042267,2.244476,2.572708,-2.097168
Left,1,0.5273056,-1.284912,-0.9755859,2.02832,2.471634,-1.943581
Left,1,0.6745491,-1.451294,-0.9951782,1.894653,2.312668,-1.509758
Left,1,1.114006,-1.60849,-1.269745,2.162964,2.220337,-1.146942
Left,1,0.9618378,-1.576813,-1.340942,2.416718,2.038177,-1.087997
Left,1,0.98104,-1.5448,-1.540009,2.484344,1.961609,-1.069466
Left,1,0.8756914,-1.372314,-1.622833,2.804352,1.731827,-1.067154
Left,1,0.8488402,-1.333466,-1.654419,2.850098,1.684769,-1.044006
Left,1,0.8353219,-1.315765,-1.278625,2.815399,1.652405,-0.9895782
Left,1,0.878633,-1.382721,-1.22168,2.776703,1.7061,-1.000137
Left,1,1.524785,-1.912598,-1.152832,2.674988,1.800568,-1.006607
Left,1,0.9620857,-1.613373,-1.206909,2.728424,1.990723,-1.013313
Left,1,1.03557,-1.470551,-1.466003,2.681305,2.09642,-1.111496
Left,1,1.068785,-1.562073,-1.671173,2.676147,2.141418,-1.251518
Left,1,1.167392,-1.63385,-1.872955,2.654388,2.230957,-1.566757
Left,1,1.275953,-1.696198,-2.066772,2.507538,2.154175,-1.479248
Left,1,1.335018,-1.720947,-2.038513,2.282898,2.185043,-1.530624
Left,1,1.470766,-1.754486,-2.044556,2.22052,2.227127,-1.569252
Left,1,1.82574,-1.901489,-1.980743,1.799591,2.39534,-1.621834
Left,1,2.026744,-2.062225,-1.967896,1.994598,3.073151,-2.209938
Left,1,2.23674,-2.309296,-2.141785,2.048035,3.012466,-2.216362
Left,1,2.239942,-2.321045,-2.522797,1.717743,2.557266,-2.180519
Left,1,2.264977,-2.451508,-2.66272,1.615173,2.513855,-2.263
Left,1,2.455626,-2.478912,-2.952881,1.398163,2.451279,-2.657272
Left,1,2.635097,-2.582062,-3.27829,1.37912,2.476303,-2.780899
Left,1,2.947079,-2.552887,-3.721649,1.492462,2.890518,-3.361183
Left,1,2.943133,-2.788788,-3.858978,1.200104,3.092346,-3.660904
Left,1,3.031658,-2.8526,-4.155518,0.978241,3.090759,-3.606758
Left,1,3.119566,-2.832367,-4.429413,0.8052673,3.145813,-3.657066
Left,1,3.339472,-2.895416,-4.945496,0.6911621,3.214996,-3.73349
Left,1,3.43914,-3.063141,-5.240662,0.7551575,3.256378,-3.855217
Left,1,3.489457,-3.110687,-5.329956,0.9216919,3.382553,-4.087151
Left,1,3.646834,-3.181305,-5.429901,0.9924927,3.50267,-4.346947
Left,1,3.730567,-3.230194,-5.59137,0.7800598,3.475876,-4.442047
Left,1,3.805402,-3.309113,-5.760193,0.7636414,3.369492,-4.38205
Left,1,3.874887,-3.353943,-5.863983,0.7252808,3.387833,-4.469055
Left,1,3.983256,-3.428802,-5.978271,0.5651245,3.431808,-4.678848
Left,1,4.060322,-3.49292,-6.167175,0.4788513,3.43602,-4.704552
Left,1,4.107875,-3.553162,-6.316223,0.4586792,3.514526,-4.894714
Left,1,4.157825,-3.682739,-6.507538,0.3464966,3.536758,-4.939156
Left,1,4.199017,-3.808807,-6.738037,0.1151733,3.522873,-4.965248
Left,1,4.652004,-4.477875,-7.144226,-0.05657959,3.539215,-5.169121
Left,1,4.316243,-4.190186,-7.300995,-0.1897583,3.549957,-5.361748
Left,1,4.378237,-4.306671,-7.556519,-0.2363892,3.538055,-5.343285
Left,1,4.398971,-4.43927,-7.738922,-0.3101501,3.554611,-5.376656
Left,1,4.4863,-4.564453,-7.864532,-0.2849731,3.619125,-5.652077
Left,1,4.485657,-4.713745,-8.05188,-0.2883301,3.650635,-5.751122
Left,1,4.485963,-4.818878,-8.218567,0.1478882,3.218796,-6.193771
Left,1,4.554529,-5.003784,-8.359863,0.1941223,3.127625,-6.429611
Left,1,4.654905,-5.128448,-8.560333,0.1691895,3.093719,-6.63311
Left,1,4.777999,-5.302856,-8.827606,0.1882629,3.073898,-6.735977
Left,1,4.837368,-5.519104,-9.027924,0.04644775,3.006897,-6.856445
Left,1,4.966579,-5.791779,-9.46109,-0.2355347,3.443298,-6.813927
Left,1,5.112226,-5.872467,-10.00009,-0.5565796,3.767609,-6.81649
Left,1,5.268291,-6.047455,-10.31192,-0.5638123,3.738907,-6.971764
Left,1,5.411926,-6.214722,-10.7338,-0.5808105,3.756729,-7.020882
Left,1,5.841544,-6.591705,-11.10428,-0.5051575,3.757111,-7.139091
Left,1,5.842069,-6.565277,-11.65179,-0.4967651,3.762375,-7.311386
Left,1,6.052705,-6.713257,-11.89526,-0.4618835,3.757675,-7.431496
Left,1,6.239546,-6.863831,-12.2157,-0.4502258,3.769424,-7.471489
Left,1,6.349617,-6.94455,-12.35751,-0.4057312,3.792542,-7.588539
Left,1,6.670321,-7.200653,-12.71701,-0.3268738,3.805023,-7.716408
Left,1,6.861143,-7.295624,-12.91013,-0.2822876,3.827789,-7.833298
Left,1,7.068849,-7.52301,-13.2178,-0.2500305,3.859711,-7.94323
Left,1,7.268889,-7.644409,-13.33759,-0.2360229,3.855042,-8.026169
Left,1,7.486287,-7.768585,-13.44794,-0.1834106,3.84082,-8.063911
Left,1,7.471602,-7.834229,-13.52853,-0.1249084,3.832275,-8.121597
Left,1,7.519129,-7.883331,-13.63754,-0.07653809,3.826599,-8.215294
Left,1,7.611942,-7.955994,-13.75201,-0.03338623,3.814301,-8.25605
Left,1,7.662601,-7.991211,-13.84055,0.0411377,3.778168,-8.297577
Left,1,7.73636,-8.058411,-13.95236,0.0630188,3.766586,-8.30143
Left,1,7.764617,-8.144806,-14.11026,0.1381531,3.739609,-8.310005
Left,1,7.775714,-8.27121,-14.2868,0.3275452,3.665527,-8.249229
Left,1,7.807404,-8.383911,-14.4657,0.4033203,3.63797,-8.224968
Left,1,7.824765,-8.492554,-14.68414,0.6051941,3.55484,-8.171448
Left,1,7.826797,-8.572296,-15.04514,0.8129272,3.497269,-8.137978
Left,1,7.869791,-8.706116,-15.61707,1.033813,3.410126,-8.078827
Left,1,7.917161,-8.901642,-16.4678,1.225525,3.359711,-8.061638
Left,1,8.049398,-9.103333,-17.23541,1.501801,3.319839,-8.050514
Left,1,8.217878,-9.264435,-17.98611,1.595825,3.308212,-8.053452
Left,1,8.453781,-9.436432,-18.4133,1.721161,3.292633,-8.057404
Left,1,8.837193,-9.815338,-18.98764,1.904663,3.265976,-8.118813
Left,1,9.034197,-9.992157,-19.11926,2.005768,3.260864,-8.216782
Left,1,9.378002,-10.29498,-19.39648,2.028229,3.270462,-8.328514
Left,1,9.605986,-10.47644,-19.46603,2.118469,3.185303,-8.354172
Left,1,9.875065,-10.67719,-19.63043,2.206604,3.128021,-8.337387
Left,1,10.03759,-10.66071,-19.74493,1.218536,4.077957,-9.224983
Left,1,10.26119,-10.69666,-19.83154,1.215057,4.065582,-9.247856
Left,1,10.4266,-10.77411,-19.81003,1.189178,4.075562,-9.299637
Left,1,10.68608,-10.82236,-19.64731,1.202118,4.005554,-9.273712
Left,1,10.8109,-10.66879,-19.45587,1.237396,3.943253,-9.218887
Left,1,11.01053,-10.52655,-19.07983,1.282135,3.928665,-9.161018
Left,1,11.0993,-10.4451,-18.83359,1.326935,3.914185,-9.103233
Left,1,11.24058,-10.41357,-18.49506,1.368774,3.907181,-9.035515
Left,1,11.36156,-10.33356,-18.18631,2.304169,3.108566,-8.317657
Left,1,11.49073,-10.24716,-17.91864,2.427612,2.980042,-8.139091
Left,1,11.64131,-10.13284,-17.56723,2.359222,3.00325,-8.117226
Left,1,11.54302,-10.06897,-17.48221,2.345612,2.961655,-8.035286
Left,1,11.44606,-10.00092,-17.34506,2.281769,2.948212,-7.95813
Left,1,11.48569,-9.955292,-17.28333,2.273956,2.921402,-7.895866
Left,1,11.56938,-9.947113,-17.20145,2.19577,2.895447,-7.769203
Left,1,11.62505,-9.956207,-17.13974,2.142303,2.880035,-7.656403
Left,1,11.79645,-9.941254,-16.9436,-1.648132,5.938293,-8.552422
Left,1,11.90058,-9.906464,-16.81909,-2.910431,6.902512,-8.853043
Left,1,12.04725,-9.833801,-16.58975,-3.487701,7.083572,-8.803741
Left,1,12.16493,-9.672913,-16.32828,-3.332489,6.736725,-8.382477
Left,1,12.21672,-9.502533,-16.06668,-3.578827,6.672928,-8.219795
Left,1,12.22413,-9.249268,-15.70081,-3.826874,6.65921,-8.191681
Left,1,12.14302,-9.077393,-15.46127,-4.093475,6.666397,-8.136192
Left,1,12.01975,-8.863617,-15.04462,-0.6035767,3.698624,-7.049927
Left,1,11.88408,-8.673767,-14.82639,-1.444702,4.29808,-7.230194
Left,1,11.77515,-8.448273,-14.52441,-3.945038,6.314972,-7.649353
Left,1,11.69287,-8.304871,-14.20151,-4.073853,6.402786,-7.636467
Left,1,11.77198,-8.212311,-13.86755,-4.12323,6.453934,-7.574562
Left,1,11.94154,-7.860504,-13.06229,-4.041412,6.38588,-7.390518
Left,1,11.99945,-7.666321,-12.49747,-4.160828,6.430954,-7.37426
