Direction,tCount,headX,headY,headZ,trunkX,trunkY,trunkZ
DownLeft,1,0,0,0,0,0,0
DownLeft,1,-0.01440239,-0.02001953,0.01864909,-0.209137,0.08596087,0.05291748
DownLeft,1,-0.02730155,-0.03063965,0.01402695,-0.2491455,0.1141825,0.05343628
DownLeft,1,-0.06297612,-0.03179932,0.0208417,-0.2590942,0.123735,0.05355835
DownLeft,1,-0.07069826,-0.04168701,0.03588589,-0.2491455,0.1141825,0.05343628
DownLeft,1,0.01761484,-0.03799438,0.04722843,-0.2391357,0.1146269,0.05328369
DownLeft,1,0.003856897,-0.008636475,0.04305488,-0.2290039,0.1041026,0.0632019
DownLeft,1,-0.04954481,-0.0005493164,0.04769893,-0.2492676,0.09516048,0.043396
DownLeft,1,-0.05644178,-0.01071167,0.05114338,-0.2593689,0.07569122,0.03347778
DownLeft,1,-0.02962399,-0.01037598,0.02641383,-0.1200256,0.005695343,-0.008514404
DownLeft,1,0.01070833,-0.009124756,0.01699878,-0.0005187988,-0.04627943,-0.04016113
DownLeft,1,-0.009219646,-0.01861572,0.06097269,-0.0006408691,-0.04535198,-0.05020142
DownLeft,1,-0.01601577,0.07369995,0.1539958,-0.0007629395,-0.04442167,-0.0602417
DownLeft,1,0.07334852,0.05984497,0.2435804,0.009338379,-0.04491901,-0.05032349
DownLeft,1,0.1689851,0.1912842,0.4979757,-0.03036499,-0.02851772,-0.02975464
DownLeft,1,0.4198017,0.3536072,0.864764,-0.050354,-0.02938414,-0.0295105
DownLeft,1,0.7068558,0.4274902,1.177896,-0.06045532,-0.03887033,-0.03939819
DownLeft,1,1.001547,0.6052246,1.542113,-0.02844238,-0.02254295,0.1208801
DownLeft,1,1.280513,0.5765686,1.717975,0.002166748,-0.01580286,0.1707153
DownLeft,1,2.999658,0.7531433,2.731565,-0.01663208,0.01486301,0.2613831
DownLeft,1,4.042575,0.7701721,3.082734,-0.004943848,0.04325438,0.3917542
DownLeft,1,5.208267,0.8168335,3.631822,0.007476807,0.05703831,0.5723877
DownLeft,1,6.16935,1.008148,4.285252,0.03201294,0.09761047,0.9035034
DownLeft,1,6.56769,1.136444,4.726334,0.2029419,0.03968763,0.9914551
DownLeft,1,7.465645,1.60675,5.454236,0.3057251,0.03739023,1.200867
DownLeft,1,8.398823,1.87735,6.233067,0.3684692,0.0139699,1.400726
DownLeft,1,9.031534,2.250397,7.284097,0.4404907,-0.01404095,1.550232
DownLeft,1,9.088797,2.51181,7.88483,0.5019531,-0.01905107,1.65976
DownLeft,1,9.423221,2.926514,8.851615,0.5430298,-0.0328002,1.73941
DownLeft,1,9.496907,3.390747,10.05016,0.4170227,0.07699108,1.982208
DownLeft,1,9.777727,4.015259,11.16006,0.4993591,0.04893494,2.15155
DownLeft,1,9.910692,4.481812,12.25205,0.4846497,0.1494327,2.483002
DownLeft,1,9.983379,4.948853,13.31909,0.4696045,0.2322683,2.784363
DownLeft,1,9.834192,5.578308,14.45039,0.4223022,0.2448158,2.935699
DownLeft,1,10.04487,6.141144,15.51647,0.3556519,0.2625594,3.117523
DownLeft,1,10.14721,6.67218,16.6972,0.4069824,0.2097344,3.207001
DownLeft,1,10.71732,7.006714,17.78175,0.3822021,0.261724,3.498535
DownLeft,1,11.44581,7.41922,18.81464,0.437439,0.3605142,3.808746
DownLeft,1,12.29276,7.91394,19.50924,0.5211487,0.4400601,4.038086
DownLeft,1,13.28749,8.318848,20.11189,0.5371399,0.64361,4.368988
DownLeft,1,14.51173,8.700256,20.48592,0.7088928,0.6811171,4.526337
DownLeft,1,15.67932,9.144012,20.95104,0.8404846,0.7161107,4.664337
DownLeft,1,16.78545,9.620636,21.61123,1.011139,0.6990871,4.771545
DownLeft,1,17.63166,9.534302,21.68004,1.14151,0.7597365,4.849426
DownLeft,1,18.13623,9.821838,22.02041,1.341644,0.8184209,4.946106
DownLeft,1,18.28568,9.932648,22.44404,1.492645,0.8392186,5.07373
DownLeft,1,18.34467,9.891998,22.81684,1.545715,0.892653,5.273285
DownLeft,1,18.33282,10.03629,23.20094,1.617523,0.9230838,5.412292
DownLeft,1,17.97538,9.981415,23.53125,1.629425,0.9373956,5.522369
DownLeft,1,17.56306,10.11914,23.64958,1.641052,0.9623685,5.622375
DownLeft,1,17.28244,10.02124,23.77486,1.63208,0.9777455,5.672638
DownLeft,1,17.19661,9.874451,24.16888,1.583649,0.9867148,5.733643
DownLeft,1,17.3882,10.3761,24.64284,1.545929,0.9943881,5.834564
DownLeft,1,17.65288,10.37473,24.58326,1.537292,1.008325,5.904907
DownLeft,1,17.81776,10.14615,24.97617,1.597198,1.045156,5.933868
DownLeft,1,18.19986,10.48557,25.55377,1.598114,1.051913,5.983948
DownLeft,1,18.54544,10.87906,25.69217,1.877167,1.116076,6.099152
DownLeft,1,19.05648,10.83951,26.16241,2.095398,1.126753,6.135376
DownLeft,1,19.52543,11.10211,26.81396,2.503021,1.401473,6.268768
DownLeft,1,19.69209,11.23447,27.10934,2.593079,1.471882,6.337372
DownLeft,1,19.92074,11.19955,27.4657,2.624176,1.462273,6.427032
DownLeft,1,19.78088,11.46265,27.75895,2.486389,1.349041,6.45932
DownLeft,1,20.17133,11.44724,27.7068,2.279785,1.203651,6.512848
DownLeft,1,20.37826,11.74551,28.09145,2.260406,1.149462,6.533173
DownLeft,1,19.65415,11.67172,27.79007,2.3685,1.148281,6.501312
DownLeft,1,19.67282,11.2262,27.6019,2.417908,1.146116,6.500488
DownLeft,1,19.72406,11.78503,27.98408,2.398804,1.170947,6.540863
DownLeft,1,19.76211,11.36102,27.59456,2.398956,1.160426,6.550903
DownLeft,1,19.57777,11.46866,27.92655,2.398987,1.140429,6.550873
DownLeft,1,19.40841,11.41632,27.73329,2.409027,1.151502,6.560699
DownLeft,1,19.36332,11.12943,27.62418,2.526703,1.18284,6.508667
DownLeft,1,19.64713,11.47977,27.88244,2.467926,1.261941,6.539703
DownLeft,1,19.62632,11.35098,27.87061,2.497742,1.276173,6.549225
DownLeft,1,19.49971,11.00705,27.88834,2.517334,1.269807,6.538879
DownLeft,1,19.3766,11.69003,28.16532,2.487549,1.275594,6.529358
DownLeft,1,19.60188,11.08249,27.77321,2.517181,1.250305,6.52887
DownLeft,1,19.35518,11.14615,27.9917,2.507294,1.258737,6.529022
DownLeft,1,19.27489,11.52005,27.84236,2.556305,1.257549,6.508209
DownLeft,1,19.44965,10.90643,27.76973,2.654785,1.264139,6.486603
DownLeft,1,19.17612,11.21512,28.00353,2.575592,1.22211,6.477844
DownLeft,1,19.33005,11.12024,27.72029,2.605225,1.236799,6.477386
DownLeft,1,19.27217,11.09555,27.73174,2.614929,1.288818,6.467194
DownLeft,1,19.25329,11.22839,27.63122,2.624329,1.301803,6.437012
