Direction,tCount,headX,headY,headZ,trunkX,trunkY,trunkZ
UpRight,1,0,0,0,0,0,0
UpRight,1,-0.01394653,0.001690179,0.002712131,0.00928688,0.01281738,-0.001617432
UpRight,1,-0.00189209,0.0005152822,0.002780676,-0.009292603,0.01721191,0.001617432
UpRight,1,0.007537842,0.007887185,-0.01110685,-0.01857758,0.02438354,0.003265381
UpRight,1,0.001159668,0.01746237,-0.01951408,-0.03110504,0.004241943,-0.01617432
UpRight,1,0.01580811,0.01778111,-0.005481362,-0.04201889,-0.002197266,-0.02508545
UpRight,1,0.0177002,0.007253915,-0.00825727,-0.06829834,0.00302124,-0.009674072
UpRight,1,0.01580811,-0.002216339,-0.005480289,-0.08685112,0.007446289,-0.006408691
UpRight,1,-0.008270264,0.01010841,-0.005624771,-0.09130478,0.02557373,0.02676392
UpRight,1,-0.01394653,0.02168691,0.002714634,-0.08360672,0.01473999,0.01461792
UpRight,1,0,0.02999565,1.430511E-06,-0.06991196,-0.01062012,-0.02020264
UpRight,1,-0.005249023,-0.002973706,-0.02793729,-0.08244705,-0.02072144,-0.03961182
UpRight,1,0.003051758,-0.003079951,-0.02228987,-0.05619431,-0.02597046,-0.05499268
UpRight,1,-0.0007324219,0.007990003,-0.01673615,-0.08407402,-0.02438354,-0.05010986
UpRight,1,0.005645752,-0.001583666,-0.008331299,-0.07316017,-0.01791382,-0.04122925
UpRight,1,-0.006408691,-0.0004228354,-0.008402824,-0.06383514,-0.0151062,-0.04284668
UpRight,1,-0.02481079,0.01032045,-0.01686704,-0.02061462,0.001556396,-0.072052
UpRight,1,-0.002624512,-0.001479089,-0.01395845,-0.05781174,-0.02963257,-0.06552124
UpRight,1,0.02148438,0.006181777,-0.01380515,-0.0408268,-0.03768921,-0.07931519
UpRight,1,0.04367065,0.004387707,-0.01085222,-0.04245758,-0.04135132,-0.08984375
UpRight,1,0.0335083,0.0150339,-0.01371956,-0.02386284,-0.04577637,-0.09310913
UpRight,1,0.01699829,0.01524067,-0.02498698,0.002401352,-0.04107666,-0.1085205
UpRight,1,-0.01983643,0.02672267,-0.04196179,-0.002464294,-0.072052,-0.1401062
UpRight,1,-0.03256226,0.02586278,-0.05879009,0.02380562,-0.06738281,-0.1555176
UpRight,1,-0.04724121,0.0355539,-0.0728637,0.02218246,-0.08105469,-0.1660156
UpRight,1,-0.121582,0.04657573,-0.1235822,0.009632111,-0.09115601,-0.1854553
UpRight,1,-0.1654053,0.07569414,-0.1658193,0.0173111,-0.09204102,-0.1976013
UpRight,1,-0.2520142,0.1594437,-0.2871093,-0.002912521,-0.1112671,-0.204895
