Direction,tCount,headX,headY,headZ,trunkX,trunkY,trunkZ
DownRight,1,0,0,0,0,0,0
DownRight,1,-0.002893686,-0.01074266,0.02354908,-0.04101563,0.02471924,0.01708984
DownRight,1,0.07952595,-0.02081001,0.006042004,0.04876709,0.03607178,0.01348877
DownRight,1,0.08850455,0.01009879,0.01283216,0.09970093,0.02258301,-0.002929688
DownRight,1,0.002303362,-0.00971362,-0.001104832,0.1399536,0.02767944,-0.0100708
DownRight,1,-0.03165293,-0.02363983,-0.007062912,0.1498718,0.0189209,-0.009368896
DownRight,1,0.009204626,0.001122743,-0.004417896,0.1703491,0.01150513,-0.0178833
DownRight,1,-0.09085798,-0.01062384,-0.001076221,0.1908875,0.01409912,-0.02645874
DownRight,1,-0.1303763,-0.01580667,0.02862167,0.2099609,0.02645874,-0.01504517
DownRight,1,-0.1270001,-0.02478108,-0.006127834,0.1696472,0.02139282,-0.00793457
DownRight,1,-0.07213616,-0.01809108,-0.02102184,0.1399536,0.007659912,-0.0100708
DownRight,1,-0.02620888,-0.02234694,-0.04293823,0.1795654,0.03262329,-0.007232666
DownRight,1,0.1085372,-0.01592359,-0.08602333,0.1795654,0.03262329,-0.007232666
DownRight,1,0.132288,-0.02174556,-0.17588,0.2205811,0.02783203,-0.02435303
DownRight,1,0.1531327,-0.01810852,-0.2533398,0.3704529,0.05657959,-0.03353882
DownRight,1,0.2027488,-0.02136606,-0.3231478,0.4510803,0.06661987,-0.04779053
DownRight,1,0.3704047,-0.06070253,-0.4320707,0.5013123,0.06283569,-0.0541687
DownRight,1,0.5977435,-0.09313375,-0.5879645,0.5529175,0.06918335,-0.08050537
DownRight,1,0.8018272,-0.1083608,-0.7825813,0.595459,0.0642395,-0.1175232
DownRight,1,1.009557,-0.1533461,-1.043763,0.5877075,0.06314087,-0.1481628
DownRight,1,1.296566,-0.2009251,-1.304039,0.5771179,0.06188965,-0.138916
DownRight,1,1.638095,-0.2440506,-1.613667,0.6181335,0.05685425,-0.1559753
DownRight,1,2.176683,-0.1994652,-2.013129,0.760376,0.0239563,-0.1957397
DownRight,1,2.570534,-0.262766,-2.451015,0.8934937,-0.0003662109,-0.2461243
DownRight,1,3.099856,-0.2967088,-2.894879,0.9953918,-0.0284729,-0.2787476
DownRight,1,3.597272,-0.3373834,-3.326295,1.037201,-0.0737915,-0.3057556
DownRight,1,4.329171,-0.39151,-3.733621,1.127106,-0.09313965,-0.3091736
