Direction,Condition,Mean,Std
Right,ActuatedBed,0.9722295930264482,0.46427295368216054
Right,NormalBed,1.5741894740283557,0.9208321230527347
Up,ActuatedBed,0.8283010313666381,0.4110976437776815
Up,NormalBed,0.9998724506106107,0.5256475435846744
Left,ActuatedBed,1.0282884931503995,0.3984327093194298
Left,NormalBed,1.4846795270706141,0.8112501897143475
Down,ActuatedBed,1.122772620069447,0.48235267174355434
Down,NormalBed,1.2500712195548944,0.6526668627467684
