Direction,tCount,Time,StartRotation,HeadRotation,HeadYaw,HeadPitch,TrunkRotation,TrunkYaw,TrunkPitch
UpRight,1,11.0486,(0.03032* 0.33074* 0.00840* 0.94320),(0.03493* 0.36850* 0.00639* 0.92895),0.0,-0.0,(0.00092* -0.15684* -0.04987* -0.98636),0.0,-0.0
UpRight,1,11.08525,(0.03032* 0.33074* 0.00840* 0.94320),(0.03468* 0.36843* 0.00649* 0.92899),-0.00985384,0.02341104,(0.00085* -0.15674* -0.04977* -0.98638),-0.00994873,0.01407814
UpRight,1,11.13222,(0.03032* 0.33074* 0.00840* 0.94320),(0.03458* 0.36802* 0.00674* 0.92915),-0.06083679,0.02653345,(0.00072* -0.15691* -0.04940* -0.98638),0.01000977,0.05776501
UpRight,1,11.16319,(0.03032* 0.33074* 0.00840* 0.94320),(0.03458* 0.36778* 0.00675* 0.92925),-0.09083748,0.02653345,(0.00068* -0.15682* -0.04913* -0.98640),-6.103516e-05,0.08742809
UpRight,1,11.18635,(0.03032* 0.33074* 0.00840* 0.94320),(0.03477* 0.36777* 0.00676* 0.92924),-0.09147072,0.004684299,(0.00077* -0.15682* -0.04914* -0.98640),-0.0001525879,0.08114481
UpRight,1,11.21379,(0.03032* 0.33074* 0.00840* 0.94320),(0.03486* 0.36777* 0.00673* 0.92924),-0.09151602,-0.00311932,(0.00076* -0.15682* -0.04923* -0.98640),-9.155273e-05,0.07335138
UpRight,1,11.24306,(0.03032* 0.33074* 0.00840* 0.94320),(0.03453* 0.36770* 0.00686* 0.92928),-0.1013288,0.0280942,(-0.00300* -0.16035* -0.04785* -0.98590),0.433075,0.4129491
UpRight,1,11.27094,(0.03032* 0.33074* 0.00840* 0.94320),(0.03403* 0.36764* 0.00678* 0.92932),-0.1095185,0.08584008,(-0.00153* -0.15878* -0.04799* -0.98615),0.2419128,0.3204894
UpRight,1,11.29936,(0.03032* 0.33074* 0.00840* 0.94320),(0.03387* 0.36764* 0.00685* 0.92933),-0.1094413,0.101447,(0.00067* -0.15646* -0.04762* -0.98654),-0.04043579,0.2387128
UpRight,1,11.32691,(0.03032* 0.33074* 0.00840* 0.94320),(0.03307* 0.36806* 0.00743* 0.92918),-0.06065035,0.1685578,(0.00091* -0.15638* -0.04669* -0.98659),-0.05084229,0.3181567
UpRight,1,11.355,(0.03032* 0.33074* 0.00840* 0.94320),(0.03261* 0.36856* 0.00788* 0.92900),-0.002010345,0.20445,(0.00102* -0.15664* -0.04591* -0.98659),-0.02102661,0.388299
UpRight,1,11.38348,(0.03032* 0.33074* 0.00840* 0.94320),(0.03211* 0.36938* 0.00824* 0.92869),0.09713697,0.2465843,(0.00090* -0.15706* -0.04546* -0.98654),0.02914429,0.4398007
UpRight,1,11.41114,(0.03032* 0.33074* 0.00840* 0.94320),(0.03108* 0.37006* 0.00844* 0.92845),0.1783414,0.3527142,(0.00076* -0.15740* -0.04623* -0.98645),0.0692749,0.3696589
UpRight,1,11.43881,(0.03032* 0.33074* 0.00840* 0.94320),(0.03034* 0.37098* 0.00843* 0.92811),0.2898865,0.4338787,(0.00106* -0.15776* -0.04593* -0.98641),0.1088562,0.3820319
UpRight,1,11.46707,(0.03032* 0.33074* 0.00840* 0.94320),(0.02943* 0.37165* 0.00916* 0.92786),0.3678699,0.5103455,(0.00150* -0.15804* -0.04582* -0.98637),0.1381836,0.3662829
UpRight,1,11.4951,(0.03032* 0.33074* 0.00840* 0.94320),(0.02737* 0.37276* 0.01005* 0.92747),0.4969373,0.7069702,(0.00180* -0.15822* -0.04561* -0.98635),0.1577454,0.370862
UpRight,1,11.52244,(0.03032* 0.33074* 0.00840* 0.94320),(0.02525* 0.37404* 0.01079* 0.92701),0.6463532,0.9161072,(0.00209* -0.15840* -0.04539* -0.98633),0.1773071,0.3754396
UpRight,1,11.5503,(0.03032* 0.33074* 0.00840* 0.94320),(0.02161* 0.37608* 0.01194* 0.92626),0.884532,1.278198,(0.00241* -0.15884* -0.04492* -0.98628),0.2268066,0.4033985
UpRight,1,11.57856,(0.03032* 0.33074* 0.00840* 0.94320),(0.01679* 0.37967* 0.01310* 0.92488),1.311074,1.77298,(0.00257* -0.15911* -0.04494* -0.98623),0.2565308,0.3908801
UpRight,1,11.6059,(0.03032* 0.33074* 0.00840* 0.94320),(0.01259* 0.38518* 0.01271* 0.92267),1.982039,2.253876,(0.00285* -0.15929* -0.04535* -0.98619),0.2760315,0.3346181
UpRight,1,11.63368,(0.03032* 0.33074* 0.00840* 0.94320),(0.00715* 0.39203* 0.01232* 0.91984),2.819297,2.873749,(0.00325* -0.15966* -0.04550* -0.98612),0.3153076,0.2954674
UpRight,1,11.66187,(0.03032* 0.33074* 0.00840* 0.94320),(-0.00178* -0.39844* -0.01331* -0.91710),3.595816,3.445038,(0.00352* -0.16002* -0.04590* -0.98604),0.3548279,0.2392387
UpRight,1,11.68969,(0.03032* 0.33074* 0.00840* 0.94320),(0.00201* -0.40414* -0.01338* -0.91460),4.296997,3.871216,(0.00384* -0.16030* -0.04657* -0.98596),0.3843689,0.1533298
UpRight,1,11.71736,(0.03032* 0.33074* 0.00840* 0.94320),(0.00553* -0.40982* -0.01368* -0.91205),4.995961,4.263,(0.00435* -0.16033* -0.04727* -0.98592),0.383667,0.05491924
UpRight,1,11.74537,(0.03032* 0.33074* 0.00840* 0.94320),(0.00887* -0.41420* -0.01401* -0.91004),5.533657,4.632874,(0.00458* -0.16034* -0.04749* -0.98591),0.3833008,0.02051258
UpRight,1,11.77262,(0.03032* 0.33074* 0.00840* 0.94320),(0.01121* -0.41720* -0.01407* -0.90863),5.905019,4.896637,(-0.00128* -0.16618* -0.04331* -0.98514),1.102112,0.7538939
UpRight,1,11.80089,(0.03032* 0.33074* 0.00840* 0.94320),(0.01346* -0.41966* -0.01497* -0.90746),6.201558,5.127441,(0.00996* 0.17449* 0.04466* 0.98360),2.116699,1.074664
UpRight,1,11.82802,(0.03032* 0.33074* 0.00840* 0.94320),(0.01672* -0.42162* -0.01537* -0.90649),6.435507,5.483154,(0.01391* 0.17774* 0.04597* 0.98291),2.514862,1.146019
UpRight,1,11.85616,(0.03032* 0.33074* 0.00840* 0.94320),(0.02106* -0.42370* -0.01553* -0.90542),6.683793,5.966827,(0.00922* 0.17289* 0.04488* 0.98387),1.926483,1.016749
UpRight,1,11.88462,(0.03032* 0.33074* 0.00840* 0.94320),(0.02513* -0.42589* -0.01790* -0.90425),6.928999,6.362396,(0.01455* 0.17805* 0.04603* 0.98284),2.554443,1.174291
UpRight,1,11.9116,(0.03032* 0.33074* 0.00840* 0.94320),(0.02885* -0.42767* -0.02002* -0.90325),7.125605,6.725067,(-0.00597* -0.17002* -0.04332* -0.98447),1.576355,1.003314
UpRight,1,11.93966,(0.03032* 0.33074* 0.00840* 0.94320),(0.03274* -0.42991* -0.02216* -0.90201),7.378964,7.109406,(0.00124* -0.16196* -0.04255* -0.98588),0.5991211,0.6985464
UpRight,1,11.96782,(0.03032* 0.33074* 0.00840* 0.94320),(0.03656* -0.43145* -0.02465* -0.90106),7.539084,7.476227,(0.00238* -0.16081* -0.04290* -0.98605),0.4571533,0.6014595
UpRight,1,11.99542,(0.03032* 0.33074* 0.00840* 0.94320),(0.03902* -0.43261* -0.02676* -0.90034),7.660099,7.699677,(0.00531* -0.15869* -0.04397* -0.98634),0.1915588,0.3337688
