Direction,tCount,Time,StartRotation,HeadRotation,HeadYaw,HeadPitch,TrunkRotation,TrunkYaw,TrunkPitch
UpRight,1,8.36402,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.63143* -0.10254* -0.03367* 0.76789),-0.0,-0.0,(0.50738* -0.57986* 0.42913* -0.47135),-0.0,-0.0
UpRight,1,8.398281,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.62812* -0.10351* -0.03276* 0.77050),-0.1962001,-0.4666963,(0.50785* -0.57937* 0.42918* -0.47140),-0.04238892,0.06685066
UpRight,1,8.44571,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.61996* -0.10419* -0.03070* 0.77708),-0.541291,-1.635864,(0.50713* -0.57956* 0.42963* -0.47154),0.02392578,0.01672745
UpRight,1,8.470325,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.61768* -0.10370* -0.03102* 0.77894),-0.5105383,-1.976618,(0.50777* -0.57914* 0.43058* -0.47048),0.1233826,0.1742382
UpRight,1,8.498492,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.61794* -0.10369* -0.03117* 0.77873),-0.4929259,-1.940606,(0.50762* -0.57884* 0.43107* -0.47058),0.1488647,0.2008839
UpRight,1,8.527488,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.61927* -0.10350* -0.03249* 0.77765),-0.3431113,-1.760909,(0.50852* -0.57864* 0.43020* -0.47065),0.02758789,0.2387066
UpRight,1,8.556697,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.62078* -0.10229* -0.03300* 0.77658),-0.1909568,-1.559478,(0.50885* -0.57865* 0.42900* -0.47138),-0.130249,0.1808109
UpRight,1,8.584661,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.62249* -0.10172* -0.03349* 0.77527),-0.08223033,-1.322244,(0.50864* -0.57891* 0.42824* -0.47197),-0.2084045,0.09109688
UpRight,1,8.61289,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.62431* -0.10092* -0.03420* 0.77388),0.06398797,-1.071622,(0.50838* -0.57929* 0.42805* -0.47197),-0.1956177,0.03862
UpRight,1,8.641041,(-0.64738* -0.07827* -0.05551* 0.75610),(-0.62617* -0.09993* -0.03462* 0.77248),0.1981614,-0.8142912,(0.50745* -0.57979* 0.42945* -0.47106),0.03744507,0.03498268
