Direction,tCount,Time,StartRotation,HeadRotation,HeadYaw,HeadPitch,TrunkRotation,TrunkYaw,TrunkPitch
Up,1,11.8071,(0.04353* -0.73070* -0.02122* 0.68098),(0.03467* -0.68038* -0.00396* 0.73203),0,0,(0.02967* -0.19545* -0.02120* -0.98004),0,0
Up,1,11.84521,(0.04353* -0.73070* -0.02122* 0.68098),(0.03390* -0.68092* -0.00478* 0.73155),-0.07431507,0.01907349,(-0.01488* 0.20334* 0.00175* 0.97899),0.654335,2.249115
Up,1,11.89153,(0.04353* -0.73070* -0.02122* 0.68098),(0.03375* -0.68144* -0.00574* 0.73107),-0.148006,0.09512329,(-0.02020* 0.20047* -0.00860* 0.97945),0.3217468,1.984436
Up,1,11.92222,(0.04353* -0.73070* -0.02122* 0.68098),(0.03387* -0.68112* -0.00563* 0.73137),-0.0987606,0.09371948,(-0.02046* 0.20115* -0.00853* 0.97931),0.4036255,1.954468
Up,1,11.94604,(0.04353* -0.73070* -0.02122* 0.68098),(0.03412* -0.68066* -0.00554* 0.73179),-0.02956676,0.1016235,(-0.01468* 0.20619* -0.00279* 0.97840),0.9660492,2.417175
Up,1,11.97346,(0.04353* -0.73070* -0.02122* 0.68098),(0.03448* -0.67981* -0.00559* 0.73256),0.1004963,0.129425,(-0.01174* 0.20855* 0.00018* 0.97794),1.227638,2.647614
Up,1,12.00245,(0.04353* -0.73070* -0.02122* 0.68098),(0.03470* -0.67948* -0.00623* 0.73285),0.1544485,0.2012939,(-0.01108* 0.20780* 0.00119* 0.97811),1.137123,2.688049
Up,1,12.03066,(0.04353* -0.73070* -0.02122* 0.68098),(0.03530* -0.67945* -0.00675* 0.73285),0.1576777,0.2902832,(0.00913* -0.20401* -0.00582* -0.97891),0.6929932,2.75589
Up,1,12.05931,(0.04353* -0.73070* -0.02122* 0.68098),(0.03590* -0.67929* -0.00715* 0.73296),0.1801844,0.3685913,(-0.01929* 0.20033* -0.00763* 0.97951),0.301857,2.054749
Up,1,12.08732,(0.04353* -0.73070* -0.02122* 0.68098),(0.03647* -0.67913* -0.00686* 0.73308),0.1986141,0.3836365,(-0.02702* 0.19394* -0.01874* 0.98046),-0.427269,1.529846
Up,1,12.11507,(0.04353* -0.73070* -0.02122* 0.68098),(0.03676* -0.67873* -0.00733* 0.73343),0.2614508,0.4441223,(-0.02784* 0.19234* -0.02039* 0.98072),-0.6147919,1.48465
Up,1,12.14393,(0.04353* -0.73070* -0.02122* 0.68098),(0.03668* -0.67854* -0.00752* 0.73361),0.2925377,0.4554749,(-0.02940* 0.18991* -0.02326* 0.98109),-0.8983994,1.390594
Up,1,12.17075,(0.04353* -0.73070* -0.02122* 0.68098),(0.03642* -0.67849* -0.00788* 0.73366),0.3045511,0.4689331,(-0.03016* 0.18804* -0.02475* 0.98139),-1.115952,1.343872
Up,1,12.19928,(0.04353* -0.73070* -0.02122* 0.68098),(0.03643* -0.67868* -0.00787* 0.73349),0.2745552,0.4689331,(-0.03312* 0.18483* -0.02871* 0.98179),-1.487053,1.120911
Up,1,12.22694,(0.04353* -0.73070* -0.02122* 0.68098),(0.03624* -0.67920* -0.00803* 0.73301),0.1955624,0.4710693,(-0.03404* 0.18366* -0.02910* 0.98197),-1.618713,1.025513
Up,1,12.25456,(0.04353* -0.73070* -0.02122* 0.68098),(0.03560* -0.67962* -0.00860* 0.73265),0.1388054,0.4780884,(-0.03372* 0.18341* -0.02934* 0.98202),-1.650513,1.066895
Up,1,12.28256,(0.04353* -0.73070* -0.02122* 0.68098),(0.03523* -0.68002* -0.00882* 0.73229),0.08003616,0.4716492,(-0.03384* 0.18217* -0.03068* 0.98221),-1.799133,1.087708
Up,1,12.30987,(0.04353* -0.73070* -0.02122* 0.68098),(0.03497* -0.68035* -0.00928* 0.73199),0.03267956,0.4958496,(-0.03352* 0.18192* -0.03093* 0.98225),-1.830803,1.129059
Up,1,12.34009,(0.04353* -0.73070* -0.02122* 0.68098),(0.03483* -0.68049* -0.00977* 0.73187),0.01534271,0.5292664,(-0.02708* 0.18849* -0.02161* 0.98146),-1.073677,1.592529
Up,1,12.36536,(0.04353* -0.73070* -0.02122* 0.68098),(0.03464* -0.68037* -0.00983* 0.73198),0.03562737,0.5206909,(-0.02527* 0.19022* -0.01935* 0.98123),-0.8761597,1.730927
Up,1,12.39316,(0.04353* -0.73070* -0.02122* 0.68098),(0.03463* -0.68031* -0.01020* 0.73204),0.04760551,0.5527039,(-0.02418* 0.19167* -0.01678* 0.98102),-0.7052689,1.777985
Up,1,12.42106,(0.04353* -0.73070* -0.02122* 0.68098),(0.03454* -0.68012* -0.01076* 0.73221),0.08050537,0.5961304,(-0.01868* 0.19723* -0.00968* 0.98013),-0.07320404,2.180206
Up,1,12.44887,(0.04353* -0.73070* -0.02122* 0.68098),(0.03383* -0.67989* -0.01168* 0.73244),0.125083,0.6252441,(-0.01105* 0.20324* -0.00216* 0.97906),0.5902252,2.795441
Up,1,12.47687,(0.04353* -0.73070* -0.02122* 0.68098),(0.03374* -0.67958* -0.01224* 0.73272),0.1777563,0.6686707,(-0.01016* 0.20428* -0.00127* 0.97886),0.7068634,2.866669
Up,1,12.50489,(0.04353* -0.73070* -0.02122* 0.68098),(0.03353* -0.67927* -0.01281* 0.73301),0.2303905,0.7028198,(-0.01028* 0.20402* -0.00142* 0.97891),0.6771774,2.858124
Up,1,12.53271,(0.04353* -0.73070* -0.02122* 0.68098),(0.03305* -0.67891* -0.01385* 0.73335),0.2951603,0.7611389,(-0.01024* 0.20411* -0.00125* 0.97889),0.6876831,2.856628
