Direction,tCount,Time,StartRotation,HeadRotation,HeadYaw,HeadPitch,TrunkRotation,TrunkYaw,TrunkPitch
Right,1,5.746177,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68696* -0.17577* -0.21916* 0.67019),0,0,(-0.55050* 0.41752* -0.48449* 0.53656),0,0
Right,1,5.771213,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68695* -0.17583* -0.21922* 0.67017),5.447865E-05,-0.0006563663,(-0.55043* 0.41772* -0.48448* 0.53649),-0.02215576,0.0107975
Right,1,5.798309,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68711* -0.17576* -0.21929* 0.67000),-0.01806509,-0.02341557,(-0.55027* 0.41782* -0.48457* 0.53649),-0.04431152,0.02158546
Right,1,5.82625,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68704* -0.17580* -0.21925* 0.67007),-0.0087744,-0.01463318,(-0.55004* 0.41782* -0.48449* 0.53681),-0.0307312,0.06035233
Right,1,5.852766,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68686* -0.17580* -0.21925* 0.67025),-0.001143813,0.01376414,(-0.55000* 0.41797* -0.48444* 0.53677),-0.04156494,0.07065201
Right,1,5.880955,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68687* -0.17600* -0.21917* 0.67023),0.01966608,0.0049541,(-0.54989* 0.41802* -0.48439* 0.53689),-0.04046631,0.09028816
Right,1,5.908346,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68702* -0.17599* -0.21906* 0.67010),0.02175951,-0.01916194,(-0.55000* 0.41796* -0.48434* 0.53685),-0.02963257,0.08000755
Right,1,5.935934,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68703* -0.17600* -0.21917* 0.67006),0.01189351,-0.02136564,(-0.55004* 0.41792* -0.48439* 0.53681),-0.0302124,0.07016182
Right,1,5.96363,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68683* -0.17592* -0.21925* 0.67026),0.008858323,0.01390791,(-0.55016* 0.41796* -0.48434* 0.53670),-0.0307312,0.06035805
Right,1,5.99122,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68640* -0.17582* -0.21947* 0.67066),0.003749847,0.08520865,(-0.55020* 0.41791* -0.48420* 0.53682),-0.007537842,0.06918144
Right,1,6.019572,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68610* -0.17500* -0.21969* 0.67110),-0.06057966,0.1679888,(-0.55036* 0.41781* -0.48393* 0.53698),0.03845215,0.0770359
Right,1,6.047662,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68545* -0.17383* -0.22096* 0.67166),-0.223711,0.3171041,(-0.55064* 0.41775* -0.48360* 0.53703),0.08380127,0.07504082
Right,1,6.075083,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68459* -0.17220* -0.22198* 0.67261),-0.3890356,0.5202811,(-0.55104* 0.41754* -0.48305* 0.53729),0.1751404,0.08077049
Right,1,6.102989,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68388* -0.17046* -0.22381* 0.67318),-0.6378281,0.7000251,(-0.55125* 0.41757* -0.48263* 0.53742),0.2216797,0.09836197
Right,1,6.130648,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68390* -0.16776* -0.22516* 0.67338),-0.9492288,0.8103738,(-0.55153* 0.41762* -0.48258* 0.53715),0.2199707,0.06895065
Right,1,6.158292,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68387* -0.16498* -0.22787* 0.67318),-1.380265,0.9219227,(-0.55164* 0.41767* -0.48272* 0.53687),0.1955261,0.04055214
Right,1,6.186349,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68263* -0.16204* -0.23109* 0.67406),-1.813354,1.225263,(-0.55168* 0.41742* -0.48240* 0.53731),0.2652893,0.0668869
Right,1,6.213683,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68188* -0.15802* -0.23453* 0.67458),-2.366241,1.494228,(-0.55187* 0.41717* -0.48236* 0.53735),0.2981567,0.04569817
Right,1,6.241764,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.68059* -0.15368* -0.23839* 0.67554),-2.956268,1.855642,(-0.55200* 0.41721* -0.48203* 0.53748),0.3333435,0.0637722
Right,1,6.269336,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.67854* -0.14971* -0.24292* 0.67687),-3.546753,2.306792,(-0.55200* 0.41731* -0.48203* 0.53740),0.322052,0.06429482
Right,1,6.297186,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.67608* -0.14552* -0.24858* 0.67819),-4.236237,2.811592,(-0.55211* 0.41716* -0.48208* 0.53736),0.3321838,0.04414749
Right,1,6.325233,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.67375* -0.13990* -0.25465* 0.67945),-5.076263,3.345916,(-0.55223* 0.41711* -0.48194* 0.53740),0.3548889,0.04309273
Right,1,6.35269,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.67072* -0.13427* -0.26116* 0.68110),-5.931763,3.968832,(-0.55231* 0.41720* -0.48194* 0.53724),0.3429871,0.03384399
Right,1,6.380818,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.66683* -0.12799* -0.26951* 0.68288),-6.971039,4.710388,(-0.55231* 0.41720* -0.48184* 0.53733),0.3549194,0.04310036
Right,1,6.408424,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.66281* -0.12116* -0.27763* 0.68478),-8.036194,5.478967,(-0.55255* 0.41719* -0.48156* 0.53734),0.388916,0.04152298
Right,1,6.436272,(-0.70249* -0.17109* -0.22483* 0.65322),(-0.65893* -0.11355* -0.28540* 0.68663),-9.142426,6.244707,(-0.55251* 0.41715* -0.48170* 0.53729),0.3770142,0.03227425
