Direction,tCount,Time,StartRotation,HeadRotation,HeadYaw,HeadPitch,TrunkRotation,TrunkYaw,TrunkPitch
Up,1,4.995635,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00704* 0.00177* -0.01633* -0.99984),0,0,(0.02177* -0.02704* -0.00779* 0.99937),0,0
Up,1,5.038076,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00748* 0.00160* -0.01615* -0.99984),0.02032471,0.04998779,(0.02152* -0.02721* -0.00805* 0.99937),-0.01956177,-0.02999878
Up,1,5.058858,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00765* 0.00161* -0.01615* -0.99984),0.02032471,0.07000732,(0.02152* -0.02738* -0.00813* 0.99936),-0.03939819,-0.04000854
Up,1,5.083241,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00756* 0.00178* -0.01616* -0.99984),0.0003356934,0.05999756,(0.02144* -0.02746* -0.00840* 0.99936),-0.04891968,-0.06997681
Up,1,5.108776,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00756* 0.00195* -0.01607* -0.99984),-0.01950073,0.05999756,(0.02136* -0.02755* -0.00857* 0.99936),-0.05856323,-0.0899353
Up,1,5.136315,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00773* 0.00205* -0.01633* -0.99983),-0.02999878,0.08001709,(0.02146* -0.02745* -0.00901* 0.99935),-0.04782104,-0.1399536
Up,1,5.165132,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00765* 0.00187* -0.01624* -0.99984),-0.00982666,0.07000732,(0.02138* -0.02727* -0.00919* 0.99936),-0.02746582,-0.1599426
Up,1,5.193849,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00652* 0.00150* -0.01528* -0.99986),0.03192139,-0.06008911,(0.02139* -0.02735* -0.00953* 0.99935),-0.03686523,-0.1999207
Up,1,5.223202,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00609* 0.00140* -0.01572* -0.99986),0.04110718,-0.1100464,(0.02123* -0.02743* -0.01006* 0.99935),-0.04589844,-0.2598877
Up,1,5.250757,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00548* 0.00122* -0.01598* -0.99986),0.06063843,-0.1800232,(0.02124* -0.02742* -0.01058* 0.99934),-0.04495239,-0.3198242
Up,1,5.279949,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00312* 0.00136* -0.01623* -0.99986),0.04016113,-0.4499817,(0.02116* -0.02724* -0.01094* 0.99935),-0.02429199,-0.3598328
Up,1,5.306407,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00041* 0.00158* -0.01632* -0.99987),0.01000977,-0.7599792,(0.02099* -0.02732* -0.01112* 0.99934),-0.03399658,-0.3797913
Up,1,5.334186,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00091* -0.00208* 0.01614* 0.99987),-0.04968262,-0.9100037,(0.02109* -0.02731* -0.01146* 0.99934),-0.03335571,-0.4197998
Up,1,5.362627,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00300* -0.00213* 0.01588* 0.99987),-0.0592041,-1.150024,(0.02135* -0.02713* -0.01163* 0.99934),-0.01303101,-0.4397583
Up,1,5.390312,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00606* -0.00217* 0.01578* 0.99985),-0.06906128,-1.500031,(0.01524* -0.03403* -0.01668* 0.99917),-0.7939453,-1.009613
Up,1,5.418313,(0.00795* 0.00031* 0.01623* 0.99984),(-0.00910* -0.00178* 0.01525* 0.99984),-0.02810669,-1.850098,(0.01316* -0.03640* -0.01846* 0.99908),-1.060791,-1.209625
Up,1,5.446088,(0.00795* 0.00031* 0.01623* 0.99984),(-0.01154* -0.00139* 0.01525* 0.99982),0.01187134,-2.130096,(0.01368* -0.03604* -0.01862* 0.99908),-1.020477,-1.229584
Up,1,5.473758,(0.00795* 0.00031* 0.01623* 0.99984),(-0.01616* -0.00080* 0.01525* 0.99975),0.0718689,-2.660095,(0.01370* -0.03603* -0.01915* 0.99907),-1.019501,-1.289551
Up,1,5.502098,(0.00795* 0.00031* 0.01623* 0.99984),(-0.02069* -0.00056* 0.01490* 0.99967),0.09246826,-3.180145,(0.01381* -0.03619* -0.01966* 0.99906),-1.038544,-1.349518
Up,1,5.529728,(0.00795* 0.00031* 0.01623* 0.99984),(-0.02488* -0.00052* 0.01402* 0.99959),0.09402466,-3.660217,(0.01409* -0.03610* -0.02018* 0.99905),-1.027588,-1.409515
Up,1,5.557922,(0.00795* 0.00031* 0.01623* 0.99984),(-0.03090* -0.00073* 0.01314* 0.99944),0.06558228,-4.350311,(0.01421* -0.03635* -0.02087* 0.99902),-1.056335,-1.489502
Up,1,5.585485,(0.00795* 0.00031* 0.01623* 0.99984),(-0.03622* -0.00067* 0.01269* 0.99926),0.06634521,-4.960297,(0.01405* -0.03669* -0.02113* 0.99900),-1.095825,-1.519501
Up,1,5.612957,(0.00795* 0.00031* 0.01623* 0.99984),(-0.04328* -0.00043* 0.01225* 0.99899),0.08709717,-5.770355,(0.01993* -0.02970* -0.01537* 0.99924),-0.3061829,-0.8695679
Up,1,5.641025,(0.00795* 0.00031* 0.01623* 0.99984),(-0.05139* -0.00051* 0.01214* 0.99860),0.06716919,-6.700378,(0.02152* -0.02760* -0.01415* 0.99929),-0.06842041,-0.7296143
Up,1,5.668585,(0.00795* 0.00031* 0.01623* 0.99984),(-0.05732* -0.00069* 0.01212* 0.99828),0.03710938,-7.380371,(0.02161* -0.02769* -0.01414* 0.99928),-0.07839966,-0.7296143
Up,1,5.697264,(0.00795* 0.00031* 0.01623* 0.99984),(-0.06525* -0.00119* 0.01232* 0.99779),-0.03347778,-8.290344,(0.02128* -0.02803* -0.01467* 0.99927),-0.1174622,-0.7895813
Up,1,5.725247,(0.00795* 0.00031* 0.01623* 0.99984),(-0.07309* -0.00218* 0.01161* 0.99726),-0.1524353,-9.190399,(0.02128* -0.02812* -0.01458* 0.99927),-0.1276245,-0.7796021
Up,1,5.752044,(0.00795* 0.00031* 0.01623* 0.99984),(-0.07911* -0.00284* 0.01110* 0.99680),-0.23172,-9.880432,(0.02127* -0.02804* -0.01432* 0.99928),-0.118103,-0.7496033
Up,1,5.780474,(0.00795* 0.00031* 0.01623* 0.99984),(-0.08634* -0.00418* 0.01051* 0.99620),-0.3910217,-10.71045,(0.02135* -0.02795* -0.01423* 0.99928),-0.1082458,-0.7396545
Up,1,5.807612,(0.00795* 0.00031* 0.01623* 0.99984),(-0.09294* -0.00460* 0.00973* 0.99561),-0.4398499,-11.47052,(0.02407* -0.03409* -0.03712* 0.99844),-0.8361206,-3.388
Up,1,5.835472,(0.00795* 0.00031* 0.01623* 0.99984),(-0.09895* -0.00536* 0.01004* 0.99503),-0.540741,-12.16049,(0.03044* -0.03563* -0.05644* 0.99731),-1.070374,-5.635712
Up,1,5.864048,(0.00795* 0.00031* 0.01623* 0.99984),(-0.10590* -0.00615* 0.00990* 0.99431),-0.6408691,-12.96048,(0.03066* -0.03576* -0.05748* 0.99723),-1.08847,-5.755585
Up,1,5.891128,(0.00795* 0.00031* 0.01623* 0.99984),(-0.11302* -0.00680* 0.00941* 0.99353),-0.7203979,-13.78052,(0.03080* -0.03599* -0.05851* 0.99716),-1.116547,-5.875458
Up,1,5.919566,(0.00795* 0.00031* 0.01623* 0.99984),(-0.11848* -0.00740* 0.00886* 0.99289),-0.7896423,-14.41055,(0.03812* -0.02312* -0.04988* 0.99776),0.3274841,-4.865082
Up,1,5.9472,(0.00795* 0.00031* 0.01623* 0.99984),(-0.12516* -0.00835* 0.00874* 0.99206),-0.9099426,-15.18054,(0.03820* -0.02313* -0.04953* 0.99777),0.3268433,-4.825134
Up,1,5.974786,(0.00795* 0.00031* 0.01623* 0.99984),(-0.13183* -0.00925* 0.00837* 0.99119),-1.019775,-15.95056,(0.03820* -0.02330* -0.04944* 0.99777),0.3067017,-4.815125
Up,1,6.002935,(0.00795* 0.00031* 0.01623* 0.99984),(-0.13918* -0.00981* 0.00794* 0.99019),-1.089478,-16.80057,(0.03847* -0.02310* -0.04987* 0.99775),0.3274841,-4.865021
Up,1,6.030387,(0.00795* 0.00031* 0.01623* 0.99984),(-0.14609* -0.00995* 0.00757* 0.98919),-1.109131,-17.60062,(0.03739* -0.02401* -0.05048* 0.99774),0.2285767,-4.93512
Up,1,6.05856,(0.00795* 0.00031* 0.01623* 0.99984),(-0.15299* -0.01051* 0.00713* 0.98815),-1.178833,-18.4006,(0.03188* -0.03280* -0.05490* 0.99744),-0.7532043,-5.455597
Up,1,6.086445,(0.00795* 0.00031* 0.01623* 0.99984),(-0.16039* -0.00955* 0.00625* 0.98699),-1.05719,-19.26071,(0.03020* -0.03581* -0.05688* 0.99728),-1.089569,-5.68573
