Direction,tCount,Time,StartRotation,HeadRotation,HeadYaw,HeadPitch,TrunkRotation,TrunkYaw,TrunkPitch
Left,1,15.87241,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51305* 0.47099* 0.54521* 0.46658),-0.0,-0.0,(-0.55806* 0.39049* -0.58822* 0.43598),0.0,-0.0
Left,1,15.90786,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51298* 0.47110* 0.54520* 0.46656),0.009124756,0.004855871,(-0.55791* 0.39081* -0.58779* 0.43646),-0.08481598,0.07659912
Left,1,15.92808,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51302* 0.47105* 0.54524* 0.46651),-0.001207352,0.004791737,(-0.55775* 0.39105* -0.58753* 0.43681),-0.1351166,0.1346741
Left,1,15.95599,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51310* 0.47095* 0.54533* 0.46642),-0.02151251,0.003506899,(-0.55768* 0.39115* -0.58745* 0.43691),-0.1427078,0.1545105
Left,1,15.99431,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51306* 0.47107* 0.54522* 0.46647),-0.003023624,0.01198483,(-0.55749* 0.39131* -0.58742* 0.43705),-0.1262817,0.1855774
Left,1,16.02268,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51305* 0.47114* 0.54516* 0.46649),0.006100655,0.01681876,(-0.55728* 0.39161* -0.58727* 0.43726),-0.117569,0.2364197
Left,1,16.05124,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51319* 0.47086* 0.54541* 0.46632),-0.04217196,0.003443956,(-0.55714* 0.39180* -0.58719* 0.43737),-0.1011581,0.2674561
Left,1,16.08026,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51316* 0.47091* 0.54536* 0.46636),-0.03245926,0.005879164,(-0.55641* 0.39261* -0.58682* 0.43806),-0.07440948,0.4200745
Left,1,16.10785,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51312* 0.47111* 0.54518* 0.46642),-0.005431175,0.02157784,(-0.55595* 0.39317* -0.58656* 0.43851),-0.05638123,0.5218506
Left,1,16.13687,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51302* 0.47097* 0.54531* 0.46651),-0.009373188,-0.003644466,(-0.55576* 0.39332* -0.58645* 0.43875),-0.07170105,0.5614624
Left,1,16.16471,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51298* 0.47073* 0.54554* 0.46653),-0.03236485,-0.03511214,(-0.55579* 0.39327* -0.58649* 0.43870),-0.06786346,0.5515747
Left,1,16.19233,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51290* 0.47060* 0.54566* 0.46661),-0.03673363,-0.05807996,(-0.55588* 0.39348* -0.58620* 0.43880),-0.1075211,0.5799255
Left,1,16.22042,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51267* 0.47083* 0.54546* 0.46687),0.01577473,-0.06104064,(-0.55603* 0.39293* -0.58676* 0.43834),-0.04111481,0.4822388
Left,1,16.24842,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51268* 0.47077* 0.54535* 0.46704),0.02799749,-0.06803656,(-0.55621* 0.39269* -0.58688* 0.43819),-0.05389404,0.4412537
Left,1,16.27621,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51265* 0.47082* 0.54531* 0.46707),0.03768396,-0.06548762,(-0.55620* 0.39269* -0.58695* 0.43809),-0.02213287,0.4327393
Left,1,16.30434,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51263* 0.47060* 0.54544* 0.46717),0.02434349,-0.09329128,(-0.55615* 0.39266* -0.58707* 0.43802),0.00969696,0.4241333
Left,1,16.33149,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51247* 0.47050* 0.54553* 0.46733),0.03240824,-0.1231325,(-0.55634* 0.39227* -0.58732* 0.43780),0.004295349,0.3633423
Left,1,16.35968,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51243* 0.47040* 0.54554* 0.46746),0.03698111,-0.1398194,(-0.55610* 0.39261* -0.58705* 0.43816),-0.0221405,0.4327087
Left,1,16.38734,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51219* 0.47033* 0.54570* 0.46761),0.04658413,-0.1743526,(-0.55582* 0.39278* -0.58703* 0.43838),-0.009239197,0.4736328
Left,1,16.41551,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51199* 0.47015* 0.54572* 0.46800),0.07010603,-0.2203274,(-0.55584* 0.39287* -0.58694* 0.43840),-0.01300812,0.483551
Left,1,16.44316,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51198* 0.46993* 0.54576* 0.46818),0.06735802,-0.2468457,(-0.55572* 0.39293* -0.58691* 0.43854),-0.02061462,0.5033569
Left,1,16.47077,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51190* 0.46989* 0.54580* 0.46825),0.07119226,-0.259892,(-0.55560* 0.39299* -0.58703* 0.43847),0.03566742,0.5060425
Left,1,16.49882,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51181* 0.46976* 0.54584* 0.46844),0.07892227,-0.2859654,(-0.55551* 0.39300* -0.58704* 0.43856),0.03189087,0.5159302
Left,1,16.52648,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51096* 0.46945* 0.54592* 0.46958),0.1735768,-0.4217167,(-0.55530* 0.39374* -0.58639* 0.43904),-0.01374054,0.6348572
Left,1,16.55394,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51079* 0.46943* 0.54603* 0.46966),0.1803966,-0.4427321,(-0.55552* 0.39310* -0.58710* 0.43838),0.0920105,0.5086975
Left,1,16.58206,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51041* 0.46888* 0.54639* 0.47020),0.1842799,-0.5490627,(-0.55537* 0.39386* -0.58625* 0.43902),-0.01755524,0.6447754
Left,1,16.60994,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.51011* 0.46792* 0.54673* 0.47109),0.1827703,-0.6951773,(-0.55504* 0.39378* -0.58657* 0.43910),0.03918457,0.6474304
Left,1,16.63785,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.50937* 0.46735* 0.54728* 0.47181),0.2058444,-0.8419626,(-0.55511* 0.39423* -0.58650* 0.43869),0.1807709,0.6540527
Left,1,16.66537,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.50841* 0.46640* 0.54779* 0.47320),0.2625165,-1.061609,(-0.55517* 0.39426* -0.58638* 0.43875),0.148674,0.6626282
Left,1,16.69278,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.50761* 0.46554* 0.54836* 0.47424),0.2908888,-1.250772,(-0.55523* 0.39417* -0.58653* 0.43855),0.1882477,0.6342163
Left,1,16.7209,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.50706* 0.46421* 0.54919* 0.47517),0.2575336,-1.462743,(-0.55480* 0.39466* -0.58609* 0.43925),0.114769,0.7518311
Left,1,16.74862,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.50691* 0.46251* 0.55035* 0.47565),0.1352663,-1.66768,(-0.55491* 0.39385* -0.58691* 0.43874),0.1919708,0.6242676
Left,1,16.77654,(-0.49545* 0.51561* 0.50650* 0.48180),(-0.50592* 0.46177* 0.55105* 0.47660),0.1679921,-1.860606,(-0.55433* 0.39411* -0.58703* 0.43908),0.2547226,0.6876831
